/* DATA DESCRIPTION:
THIS IS PRELIMINARY RAW DATA! DO NOT USE IN PUBLICATIONS!
FOR PUBLICATIONS VISIT WWW.PANGAEA.DE TO FIND THE VALIDATED DATASET!
Institution: Alfred Wegener Institut, Helmholtz Center for Polar and Marine Research
Station name: DBLK
WMO ID: 00067
PI: Holger Schmithüsen [holger.schmithuesen@awi.de]
Operator: Juliane Hempelt
Cruise: PS113


Coverage:	LATITUDE: -19.66389 * LONGITUDE: -33.65251
	DATE/TIME START: 2018-05-19T11:10:13 * DATE/TIME END: 2018-05-19T12:45:55
	MINIMUM ALTITUDE: 10m * MAXIMUM ALTITUDE: 31196m
*/
Altitude [m]	PPPP [hPa]	TTT [°C]	RH [%]	dd [deg]	ff [m/s]
11431	231.02	-48.72	26.6	270	32.9
11437	230.84	-48.77	27.1	270	32.9
11442	230.66	-48.83	27.7	270	33.0
11447	230.48	-48.87	28.3	270	33.0
11452	230.32	-48.89	28.9	270	33.0
11456	230.15	-48.91	29.7	270	33.1
11461	229.99	-48.91	30.4	270	33.1
11466	229.82	-48.90	31.1	270	33.1
11470	229.66	-48.90	31.8	270	33.1
11475	229.50	-48.94	32.4	270	33.1
11480	229.33	-48.99	33.0	270	33.1
11485	229.15	-49.03	33.3	270	33.1
11490	228.97	-49.06	33.2	270	33.1
11495	228.79	-49.10	32.9	270	33.1
11500	228.62	-49.12	32.2	270	33.1
11505	228.44	-49.12	31.3	270	33.1
11510	228.27	-49.12	30.3	270	33.1
11515	228.09	-49.14	29.1	270	33.1
11521	227.91	-49.16	27.8	270	33.0
11526	227.73	-49.19	26.5	270	33.0
11531	227.56	-49.21	25.2	270	33.0
11535	227.40	-49.24	23.9	270	33.0
11540	227.25	-49.26	22.6	270	32.9
11544	227.09	-49.29	21.5	270	32.9
11549	226.92	-49.31	20.5	270	32.9
11554	226.74	-49.33	19.6	270	32.9
11560	226.55	-49.36	18.9	270	32.8
11564	226.39	-49.39	18.4	270	32.8
11569	226.23	-49.40	18.1	270	32.8
11573	226.08	-49.41	17.8	269	32.7
11578	225.92	-49.44	17.6	269	32.7
11583	225.75	-49.49	17.5	269	32.7
11588	225.59	-49.54	17.4	269	32.7
11592	225.43	-49.60	17.4	269	32.6
11597	225.27	-49.64	17.5	269	32.6
11601	225.12	-49.67	17.5	269	32.6
11606	224.97	-49.69	17.6	269	32.6
11610	224.81	-49.71	17.7	269	32.5
11615	224.64	-49.75	17.6	269	32.5
11620	224.46	-49.79	17.5	269	32.5
11625	224.29	-49.83	17.3	269	32.5
11630	224.13	-49.85	17.0	269	32.4
11635	223.97	-49.87	16.7	269	32.4
11639	223.81	-49.91	16.3	269	32.4
11644	223.64	-49.96	15.9	269	32.4
11649	223.48	-50.02	15.5	269	32.3
11654	223.31	-50.05	15.2	269	32.3
11659	223.15	-50.08	14.9	269	32.3
11663	222.99	-50.13	14.8	270	32.3
11668	222.83	-50.19	14.7	270	32.2
11673	222.67	-50.24	14.7	270	32.2
11678	222.50	-50.28	14.7	270	32.2
11683	222.32	-50.32	14.6	270	32.1
11688	222.15	-50.35	14.4	270	32.1
11693	221.98	-50.39	14.2	270	32.0
11697	221.83	-50.44	13.9	270	32.0
11702	221.68	-50.47	13.5	270	32.0
11706	221.53	-50.50	13.0	270	31.9
11711	221.38	-50.51	12.5	270	31.9
11715	221.22	-50.52	11.9	271	31.8
11720	221.05	-50.54	11.2	271	31.8
11726	220.87	-50.56	10.5	271	31.7
11731	220.70	-50.57	9.7	271	31.7
11736	220.53	-50.59	8.9	271	31.6
11740	220.37	-50.61	8.2	271	31.5
11745	220.20	-50.63	7.6	271	31.5
11750	220.05	-50.63	7.1	271	31.4
11754	219.90	-50.65	6.7	272	31.4
11759	219.75	-50.67	6.5	272	31.3
11763	219.60	-50.71	6.4	272	31.2
11768	219.44	-50.75	6.3	272	31.2
11772	219.29	-50.78	6.4	272	31.1
11777	219.13	-50.80	6.6	272	31.1
11782	218.96	-50.85	6.8	272	31.0
11787	218.80	-50.91	7.0	272	31.0
11791	218.65	-50.94	7.2	272	30.9
11796	218.50	-50.96	7.4	272	30.9
11800	218.35	-50.98	7.6	272	30.8
11805	218.19	-51.02	7.7	272	30.8
11810	218.04	-51.06	7.8	272	30.7
11814	217.88	-51.08	7.9	272	30.7
11819	217.72	-51.11	8.0	272	30.7
11824	217.57	-51.13	8.1	272	30.6
11828	217.42	-51.14	8.2	272	30.6
11833	217.27	-51.15	8.2	272	30.6
11837	217.11	-51.18	8.1	272	30.5
11843	216.93	-51.21	7.9	272	30.5
11848	216.76	-51.22	7.8	272	30.5
11853	216.60	-51.24	7.6	272	30.5
11857	216.45	-51.25	7.5	272	30.4
11862	216.29	-51.26	7.5	272	30.4
11866	216.15	-51.27	7.5	272	30.4
11870	216.01	-51.30	7.5	272	30.4
11875	215.87	-51.33	7.6	271	30.4
11879	215.73	-51.35	7.6	271	30.3
11883	215.59	-51.38	7.7	271	30.3
11888	215.44	-51.42	7.8	271	30.3
11892	215.28	-51.48	7.8	271	30.3
11897	215.11	-51.53	7.9	271	30.3
11902	214.94	-51.57	7.9	271	30.2
11907	214.78	-51.62	8.0	270	30.2
11912	214.63	-51.67	8.1	270	30.2
11916	214.48	-51.72	8.1	270	30.2
11921	214.33	-51.76	8.2	270	30.2
11926	214.18	-51.80	8.3	270	30.2
11931	214.02	-51.84	8.3	270	30.2
11935	213.86	-51.88	8.4	270	30.2
11940	213.71	-51.91	8.4	269	30.2
11944	213.57	-51.94	8.4	269	30.3
11949	213.42	-51.98	8.4	269	30.3
11953	213.26	-52.03	8.4	269	30.3
11958	213.10	-52.08	8.3	269	30.3
11963	212.94	-52.11	8.3	269	30.3
11968	212.77	-52.13	8.3	269	30.4
11973	212.61	-52.15	8.2	268	30.4
11978	212.45	-52.16	8.2	268	30.4
11983	212.30	-52.17	8.2	268	30.5
11987	212.15	-52.20	8.1	268	30.5
11992	211.99	-52.26	8.1	268	30.5
11997	211.84	-52.31	8.1	268	30.6
12001	211.70	-52.33	8.1	268	30.6
12005	211.56	-52.34	8.1	268	30.7
12010	211.42	-52.35	8.2	267	30.7
12014	211.27	-52.36	8.3	267	30.7
12018	211.13	-52.38	8.3	267	30.8
12023	210.98	-52.40	8.4	267	30.8
12027	210.84	-52.43	8.6	267	30.8
12032	210.69	-52.48	8.7	267	30.9
12037	210.53	-52.54	8.8	267	30.9
12041	210.38	-52.58	8.9	267	30.9
12046	210.22	-52.61	9.0	267	30.9
12051	210.07	-52.64	9.1	267	31.0
12056	209.92	-52.68	9.2	266	31.0
12060	209.77	-52.71	9.4	266	31.0
12065	209.62	-52.75	9.5	266	31.0
12069	209.48	-52.80	9.7	266	31.0
12074	209.33	-52.84	10.0	266	31.0
12078	209.18	-52.87	10.2	266	31.0
12083	209.02	-52.91	10.5	266	31.0
12088	208.86	-52.95	10.8	266	31.0
12093	208.70	-52.99	11.1	266	31.0
12098	208.54	-53.03	11.5	266	31.0
12103	208.38	-53.08	11.8	266	31.0
12108	208.22	-53.13	12.2	266	31.0
12113	208.05	-53.18	12.6	265	31.0
12118	207.90	-53.25	13.0	265	31.0
12122	207.75	-53.31	13.4	265	31.0
12127	207.61	-53.35	13.7	265	31.0
12131	207.46	-53.40	14.0	265	31.0
12136	207.30	-53.44	14.3	265	31.0
12141	207.14	-53.50	14.6	265	31.0
12146	206.98	-53.56	14.7	265	30.9
12151	206.82	-53.60	14.8	265	30.9
12156	206.67	-53.61	14.8	265	30.9
12161	206.51	-53.59	14.6	265	30.9
12166	206.35	-53.55	14.4	265	30.9
12171	206.18	-53.55	14.0	265	30.9
12176	206.02	-53.59	13.5	265	30.9
12181	205.87	-53.63	12.9	265	30.9
12185	205.72	-53.62	12.3	265	30.8
12190	205.57	-53.59	11.6	265	30.8
12195	205.41	-53.58	11.0	265	30.8
12200	205.25	-53.63	10.5	265	30.8
12205	205.10	-53.69	10.1	265	30.8
12209	204.96	-53.75	9.9	265	30.8
12214	204.81	-53.79	9.7	265	30.8
12219	204.65	-53.82	9.7	265	30.8
12224	204.49	-53.84	9.7	265	30.8
12229	204.34	-53.86	9.8	265	30.8
12233	204.20	-53.88	9.9	265	30.8
12238	204.05	-53.89	10.0	265	30.8
12242	203.91	-53.92	10.1	265	30.8
12247	203.76	-53.97	10.2	265	30.8
12252	203.61	-54.02	10.2	265	30.8
12257	203.46	-54.07	10.3	265	30.8
12262	203.29	-54.14	10.4	265	30.8
12267	203.13	-54.21	10.5	265	30.8
12272	202.97	-54.25	10.5	265	30.8
12277	202.82	-54.27	10.6	265	30.8
12281	202.68	-54.28	10.6	265	30.8
12286	202.54	-54.30	10.6	265	30.8
12290	202.39	-54.33	10.6	265	30.8
12295	202.25	-54.37	10.6	265	30.9
12299	202.11	-54.41	10.6	265	30.9
12304	201.97	-54.46	10.5	265	30.9
12308	201.83	-54.50	10.5	265	30.9
12313	201.69	-54.53	10.4	265	30.9
12317	201.54	-54.56	10.4	265	30.9
12322	201.39	-54.57	10.3	265	30.9
12327	201.25	-54.57	10.2	265	30.9
12331	201.11	-54.59	10.1	265	30.9
12335	200.97	-54.62	10.0	265	30.9
12340	200.82	-54.64	9.9	265	30.9
12345	200.66	-54.66	9.8	265	30.9
12351	200.49	-54.69	9.7	265	30.8
12355	200.34	-54.73	9.7	265	30.8
12360	200.20	-54.78	9.6	265	30.8
12364	200.06	-54.82	9.6	265	30.8
12369	199.90	-54.86	9.6	265	30.8
12375	199.74	-54.89	9.7	265	30.8
12379	199.60	-54.91	9.8	265	30.8
12384	199.46	-54.94	9.9	265	30.8
12388	199.33	-54.98	10.0	265	30.8
12392	199.18	-55.03	10.1	265	30.8
12397	199.03	-55.08	10.3	265	30.8
12402	198.87	-55.11	10.4	265	30.8
12407	198.72	-55.15	10.4	265	30.8
12412	198.57	-55.18	10.5	265	30.8
12417	198.42	-55.23	10.6	265	30.8
12421	198.29	-55.29	10.6	266	30.8
12426	198.15	-55.32	10.6	266	30.8
12430	198.01	-55.34	10.7	266	30.8
12434	197.88	-55.36	10.7	266	30.8
12439	197.75	-55.38	10.7	266	30.8
12443	197.62	-55.41	10.7	266	30.8
12447	197.49	-55.45	10.7	266	30.8
12451	197.35	-55.49	10.8	266	30.8
12456	197.21	-55.53	10.8	266	30.8
12461	197.06	-55.58	10.8	266	30.8
12466	196.90	-55.62	10.9	266	30.8
12471	196.76	-55.66	10.9	266	30.8
12475	196.62	-55.68	11.0	265	30.8
12479	196.49	-55.70	11.0	265	30.8
12484	196.36	-55.73	11.1	265	30.8
12488	196.21	-55.77	11.2	265	30.8
12493	196.07	-55.80	11.2	265	30.8
12498	195.92	-55.84	11.3	265	30.9
12502	195.78	-55.88	11.3	265	30.9
12507	195.64	-55.91	11.4	265	30.9
12512	195.49	-55.95	11.4	265	30.9
12517	195.33	-55.98	11.5	265	30.9
12522	195.18	-56.02	11.6	265	30.9
12526	195.04	-56.06	11.6	265	30.9
12530	194.91	-56.10	11.7	265	30.9
12534	194.79	-56.13	11.7	265	30.9
12538	194.67	-56.16	11.7	265	30.9
12543	194.54	-56.20	11.7	264	30.9
12547	194.39	-56.24	11.7	264	31.0
12552	194.25	-56.28	11.7	264	31.0
12557	194.11	-56.32	11.7	264	31.0
12561	193.98	-56.34	11.7	264	31.0
12565	193.85	-56.37	11.6	264	31.0
12569	193.72	-56.40	11.7	264	31.0
12574	193.58	-56.44	11.7	264	31.0
12579	193.44	-56.46	11.8	264	31.1
12583	193.30	-56.48	12.0	264	31.1
12587	193.18	-56.50	12.1	264	31.1
12591	193.05	-56.53	12.4	264	31.1
12595	192.93	-56.57	12.7	264	31.1
12600	192.79	-56.60	13.1	264	31.2
12605	192.64	-56.64	13.5	263	31.2
12610	192.50	-56.68	14.0	263	31.2
12615	192.35	-56.74	14.6	263	31.2
12619	192.20	-56.81	15.2	263	31.2
12624	192.05	-56.87	15.9	263	31.2
12629	191.91	-56.93	16.6	263	31.3
12634	191.77	-56.98	17.2	263	31.3
12638	191.62	-57.03	18.0	263	31.3
12643	191.48	-57.07	18.7	263	31.3
12648	191.33	-57.10	19.4	263	31.4
12653	191.18	-57.11	20.1	263	31.4
12658	191.04	-57.12	20.8	262	31.4
12662	190.90	-57.15	21.5	262	31.4
12667	190.76	-57.19	22.2	262	31.4
12671	190.62	-57.23	23.0	262	31.5
12676	190.49	-57.27	23.7	262	31.5
12681	190.35	-57.31	24.2	262	31.5
12685	190.21	-57.36	24.7	262	31.5
12690	190.07	-57.37	25.1	261	31.6
12695	189.93	-57.37	25.2	261	31.6
12700	189.78	-57.38	25.3	261	31.6
12704	189.63	-57.41	25.2	261	31.6
12709	189.49	-57.47	25.0	261	31.6
12714	189.35	-57.53	24.6	261	31.6
12718	189.21	-57.59	24.1	261	31.6
12723	189.08	-57.66	23.6	260	31.6
12727	188.94	-57.71	23.0	260	31.7
12732	188.80	-57.74	22.4	260	31.7
12737	188.65	-57.75	21.7	260	31.7
12742	188.51	-57.73	21.0	260	31.7
12746	188.37	-57.70	20.4	260	31.7
12751	188.25	-57.69	19.7	259	31.7
12755	188.12	-57.72	19.0	259	31.6
12760	187.98	-57.79	18.3	259	31.6
12764	187.84	-57.85	17.8	259	31.6
12769	187.70	-57.92	17.5	259	31.6
12774	187.55	-57.96	17.1	259	31.6
12779	187.40	-57.98	16.8	259	31.6
12784	187.26	-57.98	16.6	259	31.6
12789	187.11	-57.99	16.4	258	31.6
12793	186.98	-58.02	16.4	258	31.6
12798	186.84	-58.07	16.4	258	31.6
12802	186.71	-58.12	16.4	258	31.6
12807	186.58	-58.16	16.5	258	31.6
12811	186.45	-58.16	16.6	258	31.6
12816	186.32	-58.15	16.7	258	31.6
12820	186.18	-58.15	17.0	258	31.6
12825	186.03	-58.15	17.3	258	31.6
12830	185.88	-58.20	17.7	258	31.6
12835	185.74	-58.26	17.9	258	31.6
12840	185.61	-58.30	18.0	258	31.6
12844	185.48	-58.33	18.2	258	31.6
12848	185.36	-58.36	18.3	258	31.6
12852	185.23	-58.40	18.5	258	31.7
12857	185.10	-58.45	18.7	258	31.7
12861	184.96	-58.52	18.9	258	31.7
12866	184.82	-58.57	19.1	258	31.7
12871	184.68	-58.58	19.4	258	31.7
12876	184.53	-58.56	19.6	258	31.8
12881	184.39	-58.54	19.9	258	31.8
12886	184.24	-58.57	20.3	258	31.8
12891	184.09	-58.63	20.7	258	31.8
12896	183.95	-58.69	21.3	258	31.8
12901	183.80	-58.75	21.8	258	31.9
12906	183.67	-58.80	22.4	258	31.9
12910	183.54	-58.85	23.0	258	31.9
12914	183.42	-58.89	23.5	258	31.9
12918	183.29	-58.91	24.0	258	31.9
12923	183.16	-58.93	24.4	258	31.9
12928	183.02	-58.97	24.8	258	31.9
12932	182.88	-59.01	25.2	258	31.9
12937	182.74	-59.06	25.5	258	31.9
12942	182.61	-59.08	25.7	258	31.9
12947	182.46	-59.10	25.9	258	31.9
12952	182.31	-59.14	26.1	258	31.9
12957	182.17	-59.20	26.1	257	31.9
12961	182.04	-59.25	26.0	257	31.9
12966	181.91	-59.28	25.7	257	31.9
12970	181.79	-59.30	25.4	257	31.9
12974	181.66	-59.31	25.0	257	31.9
12979	181.53	-59.31	24.4	257	31.9
12984	181.39	-59.32	23.6	257	31.9
12989	181.25	-59.35	22.8	257	31.8
12993	181.12	-59.37	21.8	257	31.8
12998	180.98	-59.37	20.9	257	31.8
13002	180.85	-59.38	19.9	257	31.8
13007	180.72	-59.40	18.9	257	31.8
13012	180.59	-59.43	18.2	257	31.8
13016	180.45	-59.46	17.5	257	31.8
13021	180.32	-59.49	17.0	257	31.9
13026	180.18	-59.53	16.6	257	31.9
13030	180.05	-59.56	16.3	257	31.9
13034	179.93	-59.59	16.3	257	31.9
13039	179.80	-59.61	16.3	256	31.9
13043	179.68	-59.64	16.4	256	31.9
13048	179.54	-59.66	16.5	256	31.9
13052	179.41	-59.69	16.8	256	31.9
13057	179.27	-59.73	17.1	256	31.9
13062	179.14	-59.80	17.4	256	31.9
13066	179.01	-59.87	17.7	256	32.0
13071	178.88	-59.94	18.0	256	32.0
13075	178.75	-60.00	18.3	256	32.0
13080	178.62	-60.04	18.5	256	32.0
13085	178.48	-60.08	18.8	256	32.0
13090	178.34	-60.12	19.0	256	32.0
13095	178.20	-60.15	19.1	256	32.0
13099	178.07	-60.17	19.3	256	32.0
13103	177.95	-60.18	19.4	256	32.0
13108	177.83	-60.21	19.4	255	32.0
13112	177.70	-60.26	19.2	255	32.0
13117	177.58	-60.31	19.1	255	32.0
13121	177.45	-60.32	18.9	255	32.0
13125	177.32	-60.31	18.6	255	32.0
13130	177.20	-60.30	18.3	255	31.9
13134	177.08	-60.34	18.0	255	31.9
13138	176.96	-60.37	17.6	255	31.9
13143	176.83	-60.41	17.3	255	31.9
13147	176.71	-60.47	16.8	255	31.9
13151	176.59	-60.55	16.4	255	31.9
13156	176.47	-60.60	15.9	255	31.8
13160	176.33	-60.63	15.4	255	31.8
13165	176.19	-60.62	14.9	255	31.8
13170	176.05	-60.57	14.5	255	31.8
13175	175.92	-60.51	14.2	255	31.8
13179	175.79	-60.50	14.0	255	31.7
13184	175.67	-60.54	13.8	255	31.7
13188	175.54	-60.59	13.7	255	31.7
13193	175.41	-60.63	13.5	255	31.7
13197	175.29	-60.69	13.4	255	31.7
13202	175.16	-60.76	13.3	255	31.7
13207	175.02	-60.83	13.2	255	31.7
13211	174.89	-60.88	13.2	254	31.6
13216	174.75	-60.90	13.2	254	31.6
13221	174.62	-60.91	13.2	254	31.6
13225	174.49	-60.91	13.3	254	31.6
13230	174.37	-60.91	13.4	254	31.6
13234	174.24	-60.92	13.5	254	31.7
13239	174.12	-60.97	13.7	254	31.7
13243	174.00	-61.03	13.8	254	31.7
13247	173.87	-61.12	13.9	254	31.7
13252	173.75	-61.22	14.0	254	31.7
13256	173.63	-61.27	14.2	254	31.7
13261	173.50	-61.27	14.4	254	31.7
13265	173.38	-61.22	14.6	254	31.7
13270	173.24	-61.21	14.9	254	31.7
13275	173.11	-61.24	15.2	254	31.8
13280	172.98	-61.31	15.5	254	31.8
13284	172.85	-61.37	15.6	254	31.8
13288	172.73	-61.42	15.7	254	31.8
13293	172.61	-61.47	15.8	254	31.8
13297	172.49	-61.55	15.9	254	31.8
13302	172.36	-61.63	16.1	254	31.8
13306	172.24	-61.68	16.3	254	31.7
13310	172.13	-61.71	16.5	254	31.7
13315	172.00	-61.72	16.8	254	31.7
13320	171.86	-61.74	17.0	254	31.6
13325	171.72	-61.76	17.2	254	31.6
13329	171.60	-61.78	17.4	254	31.5
13334	171.47	-61.81	17.7	254	31.5
13338	171.34	-61.85	17.9	254	31.4
13343	171.21	-61.88	18.3	254	31.3
13348	171.08	-61.93	18.6	254	31.2
13352	170.95	-61.97	18.9	254	31.2
13357	170.82	-62.02	19.2	254	31.1
13362	170.69	-62.08	19.6	254	30.9
13367	170.56	-62.11	19.9	254	30.8
13371	170.44	-62.12	20.2	254	30.7
13376	170.31	-62.13	20.5	254	30.6
13381	170.18	-62.15	20.7	254	30.5
13386	170.03	-62.18	20.9	254	30.3
13391	169.89	-62.20	21.0	254	30.2
13396	169.76	-62.25	21.2	254	30.1
13400	169.64	-62.31	21.2	254	30.0
13405	169.52	-62.37	21.2	254	29.8
13409	169.39	-62.43	21.1	255	29.7
13414	169.25	-62.49	21.0	255	29.6
13419	169.11	-62.50	20.8	255	29.4
13425	168.97	-62.49	20.6	255	29.3
13430	168.83	-62.50	20.3	255	29.2
13434	168.70	-62.53	19.9	255	29.1
13439	168.57	-62.56	19.5	255	29.0
13444	168.43	-62.60	19.2	255	28.9
13450	168.28	-62.65	18.8	255	28.8
13454	168.15	-62.69	18.3	255	28.7
13459	168.03	-62.72	17.9	255	28.6
13463	167.91	-62.72	17.5	256	28.5
13468	167.79	-62.70	17.1	256	28.5
13473	167.66	-62.66	16.7	256	28.4
13477	167.53	-62.65	16.3	256	28.4
13482	167.40	-62.70	16.0	256	28.3
13486	167.28	-62.78	15.7	256	28.3
13491	167.16	-62.83	15.4	256	28.2
13495	167.04	-62.84	15.1	256	28.2
13500	166.92	-62.84	14.9	257	28.2
13504	166.79	-62.87	14.8	257	28.2
13509	166.67	-62.91	14.6	257	28.2
13513	166.55	-62.93	14.4	257	28.2
13517	166.44	-62.95	14.3	257	28.2
13522	166.32	-63.00	14.3	257	28.2
13526	166.21	-63.04	14.3	257	28.3
13530	166.09	-63.08	14.2	258	28.3
13535	165.97	-63.11	14.2	258	28.3
13539	165.85	-63.14	14.2	258	28.4
13544	165.72	-63.16	14.2	258	28.4
13549	165.59	-63.17	14.3	258	28.5
13554	165.45	-63.19	14.4	258	28.5
13559	165.32	-63.21	14.4	258	28.6
13563	165.20	-63.20	14.5	258	28.6
13568	165.09	-63.19	14.7	259	28.7
13572	164.97	-63.21	14.8	259	28.8
13576	164.85	-63.23	15.0	259	28.8
13580	164.75	-63.25	15.1	259	28.9
13584	164.64	-63.29	15.1	259	29.0
13589	164.51	-63.34	15.3	259	29.0
13594	164.38	-63.40	15.4	259	29.1
13599	164.26	-63.43	15.5	259	29.2
13603	164.14	-63.44	15.7	259	29.2
13607	164.04	-63.43	15.7	259	29.3
13611	163.93	-63.42	15.8	259	29.4
13615	163.82	-63.44	15.9	259	29.4
13619	163.71	-63.49	16.0	259	29.5
13623	163.60	-63.55	16.1	259	29.6
13627	163.49	-63.60	16.1	259	29.6
13631	163.38	-63.65	16.1	260	29.7
13636	163.26	-63.72	16.1	260	29.7
13641	163.13	-63.79	16.2	260	29.8
13646	163.00	-63.84	16.3	260	29.8
13650	162.88	-63.86	16.3	260	29.9
13654	162.77	-63.88	16.3	260	29.9
13659	162.66	-63.91	16.3	260	29.9
13663	162.55	-63.94	16.3	260	30.0
13667	162.43	-63.99	16.3	260	30.0
13671	162.32	-64.05	16.4	260	30.0
13676	162.20	-64.10	16.4	260	30.1
13680	162.08	-64.13	16.3	259	30.1
13685	161.96	-64.13	16.2	259	30.1
13689	161.84	-64.14	16.1	259	30.1
13693	161.74	-64.17	16.1	259	30.2
13697	161.63	-64.21	16.0	259	30.2
13702	161.52	-64.25	16.0	259	30.2
13706	161.40	-64.28	15.9	259	30.2
13710	161.29	-64.30	15.8	259	30.2
13714	161.19	-64.30	15.7	259	30.2
13718	161.09	-64.32	15.6	259	30.2
13722	160.97	-64.36	15.5	259	30.2
13727	160.85	-64.40	15.4	259	30.2
13731	160.74	-64.44	15.3	259	30.2
13735	160.63	-64.46	15.1	259	30.2
13740	160.51	-64.49	15.0	259	30.2
13744	160.40	-64.51	14.9	259	30.2
13749	160.27	-64.52	14.9	259	30.2
13754	160.14	-64.52	14.8	258	30.2
13758	160.02	-64.56	14.8	258	30.2
13763	159.91	-64.62	14.9	258	30.2
13767	159.79	-64.64	14.9	258	30.2
13772	159.67	-64.64	14.9	258	30.2
13776	159.55	-64.66	14.9	258	30.1
13781	159.44	-64.72	14.9	258	30.1
13785	159.32	-64.79	14.9	258	30.1
13790	159.20	-64.85	15.0	258	30.1
13794	159.08	-64.89	15.0	258	30.1
13799	158.97	-64.93	15.1	258	30.1
13803	158.85	-64.96	15.2	258	30.1
13808	158.74	-64.97	15.2	258	30.0
13812	158.61	-64.97	15.2	258	30.0
13817	158.49	-64.99	15.2	258	30.0
13822	158.37	-65.03	15.2	258	30.0
13827	158.24	-65.08	15.1	258	29.9
13831	158.12	-65.10	15.1	258	29.9
13836	158.00	-65.07	15.1	258	29.8
13840	157.89	-65.06	15.0	258	29.8
13844	157.78	-65.10	14.9	258	29.7
13849	157.67	-65.16	14.8	258	29.7
13853	157.56	-65.23	14.7	258	29.6
13858	157.44	-65.31	14.5	258	29.5
13862	157.32	-65.39	14.3	258	29.5
13867	157.21	-65.43	14.1	258	29.4
13871	157.10	-65.48	13.9	258	29.3
13875	156.99	-65.52	13.6	258	29.2
13880	156.87	-65.58	13.4	258	29.1
13884	156.75	-65.64	13.3	258	29.0
13890	156.61	-65.70	13.1	258	28.8
13895	156.47	-65.77	12.8	258	28.7
13901	156.32	-65.79	12.6	258	28.6
13907	156.18	-65.77	12.3	258	28.4
13912	156.04	-65.71	12.1	258	28.3
13916	155.93	-65.65	11.9	258	28.1
13921	155.82	-65.58	11.7	258	27.9
13925	155.71	-65.53	11.6	258	27.8
13929	155.60	-65.49	11.4	257	27.6
13933	155.49	-65.45	11.3	257	27.5
13938	155.36	-65.41	11.2	257	27.3
13943	155.23	-65.39	11.1	257	27.1
13948	155.10	-65.39	11.1	257	27.0
13953	154.98	-65.41	11.1	257	26.8
13958	154.85	-65.44	11.1	257	26.7
13964	154.71	-65.48	11.1	257	26.5
13970	154.55	-65.53	11.1	257	26.4
13977	154.37	-65.57	11.2	257	26.2
13985	154.19	-65.58	11.2	257	26.1
13992	153.99	-65.58	11.4	257	26.0
14000	153.80	-65.61	11.5	257	25.9
14008	153.59	-65.66	11.6	257	25.8
14017	153.36	-65.72	11.7	257	25.7
14026	153.13	-65.77	11.8	257	25.6
14034	152.95	-65.83	12.0	257	25.5
14039	152.80	-65.88	12.1	257	25.4
14045	152.66	-65.92	12.2	257	25.3
14052	152.48	-65.97	12.4	257	25.3
14060	152.28	-66.03	12.5	257	25.2
14068	152.08	-66.10	12.6	257	25.2
14074	151.92	-66.16	12.8	257	25.2
14079	151.80	-66.21	12.9	257	25.2
14083	151.69	-66.26	13.1	257	25.1
14088	151.58	-66.30	13.2	258	25.1
14093	151.46	-66.33	13.3	258	25.1
14098	151.34	-66.36	13.4	258	25.1
14103	151.21	-66.40	13.5	258	25.1
14108	151.07	-66.45	13.6	258	25.0
14115	150.91	-66.50	13.7	259	25.0
14122	150.73	-66.57	13.8	259	25.0
14130	150.53	-66.65	13.8	259	25.0
14137	150.35	-66.73	13.9	259	25.0
14144	150.18	-66.80	14.0	259	24.9
14150	150.03	-66.86	14.1	260	24.9
14156	149.88	-66.89	14.2	260	24.9
14161	149.75	-66.90	14.3	260	24.8
14166	149.64	-66.91	14.3	261	24.8
14171	149.51	-66.93	14.3	261	24.7
14177	149.36	-66.97	14.3	261	24.7
14183	149.21	-67.01	14.4	262	24.6
14189	149.07	-67.06	14.5	262	24.6
14194	148.94	-67.12	14.5	262	24.5
14200	148.80	-67.19	14.5	263	24.5
14206	148.65	-67.27	14.6	263	24.4
14212	148.50	-67.31	14.7	264	24.3
14217	148.37	-67.34	14.7	264	24.3
14222	148.26	-67.35	14.7	265	24.2
14227	148.14	-67.38	14.7	265	24.2
14232	148.01	-67.41	14.7	265	24.1
14237	147.88	-67.45	14.8	266	24.1
14242	147.75	-67.50	14.8	266	24.0
14247	147.64	-67.54	14.9	267	24.0
14251	147.54	-67.59	14.9	267	23.9
14255	147.44	-67.63	14.9	267	23.9
14259	147.34	-67.67	15.0	268	23.8
14264	147.22	-67.69	15.0	268	23.8
14269	147.10	-67.71	15.0	268	23.8
14274	146.98	-67.71	15.0	269	23.7
14279	146.86	-67.71	15.0	269	23.7
14284	146.73	-67.70	15.0	269	23.7
14289	146.60	-67.70	15.1	270	23.6
14294	146.48	-67.72	15.1	270	23.6
14299	146.38	-67.76	15.1	270	23.6
14303	146.28	-67.82	15.1	270	23.5
14307	146.18	-67.89	15.1	271	23.5
14311	146.07	-67.96	15.2	271	23.5
14316	145.96	-68.03	15.2	271	23.4
14320	145.85	-68.11	15.2	271	23.4
14325	145.74	-68.14	15.2	272	23.4
14330	145.62	-68.16	15.3	272	23.3
14335	145.50	-68.18	15.2	272	23.3
14339	145.39	-68.20	15.2	272	23.2
14344	145.28	-68.23	15.2	273	23.2
14349	145.16	-68.26	15.2	273	23.2
14354	145.03	-68.30	15.2	273	23.2
14360	144.89	-68.35	15.3	274	23.1
14366	144.75	-68.38	15.3	274	23.1
14371	144.62	-68.39	15.3	274	23.1
